,medical_abstracts,problems_described
6604,"['elder', 'men', 'histori', 'heavi', 'drink', 'correl', 'consequ', 'recognit', 'physic', 'psycholog', 'social', 'consequ', 'substanc', 'abus', 'persist', 'throughout', 'life', 'span', 'led', 'increas', 'impact', 'lifetim', 'drink', 'habit', 'elder', 'examin', 'characterist', 'elder', 'men', 'selfreport', 'histori', 'ever', 'heavi', 'drinker', 'h', 'populationbas', 'mean', 'longitudin', 'survey', 'communitydwel', 'elder', 'men', 'report', 'heavi', 'drinker', 'time', 'live', 'h', 'men', 'younger', 'less', 'educ', 'nonheavi', 'drinker', 'h', 'never', 'drinker', 'mortal', 'higher', 'among', 'h', 'men', 'current', 'drinker', 'among', 'h', 'men', 'h', 'men', 'report', 'major', 'ill', 'poorer', 'selfperceiv', 'health', 'status', 'physician', 'visit', 'depress', 'symptom', 'lower', 'level', 'life', 'satisfact', 'smaller', 'social', 'network', 'h', 'men', 'selfreport', 'abil', 'perform', 'activ', 'daili', 'live', 'instrument', 'activ', 'daili', 'live', 'poorest', 'among', 'h', 'men', 'also', 'score', 'lowest', 'mental', 'status', 'examin', 'thus', 'histori', 'ever', 'heavi', 'drinker', 'predict', 'widespread', 'impair', 'physic', 'psycholog', 'social', 'health', 'function', 'among', 'elder', 'men', 'elderly', 'men', 'histories', 'heavy', 'drink', 'correlate', 'consequences', 'recognition', 'physical', 'psychological', 'social', 'consequences', 'substance', 'abuse', 'persist', 'throughout', 'life', 'span', 'lead', 'increase', 'impact', 'lifetime', 'drink', 'habit', 'elderly', 'examine', 'characteristics', 'elderly', 'men', 'selfreported', 'histories', 'ever', 'heavy', 'drinker', 'h', 'populationbased', 'mean', 'longitudinal', 'survey', 'communitydwelling', 'elders', 'men', 'report', 'heavy', 'drinkers', 'time', 'live', 'h', 'men', 'younger', 'less', 'educate', 'nonheavy', 'drinkers', 'h', 'never', 'drinkers', 'mortality', 'higher', 'among', 'h', 'men', 'current', 'drinkers', 'among', 'h', 'men', 'h', 'men', 'report', 'major', 'illnesses', 'poorer', 'selfperceived', 'health', 'status', 'physician', 'visit', 'depressive', 'symptoms', 'lower', 'level', 'life', 'satisfaction', 'smaller', 'social', 'network', 'h', 'men', 'selfreported', 'ability', 'perform', 'activities', 'daily', 'live', 'instrumental', 'activities', 'daily', 'live', 'poorest', 'among', 'h', 'men', 'also', 'score', 'lowest', 'mental', 'status', 'examination', 'thus', 'history', 'ever', 'heavy', 'drinker', 'predictive', 'widespread', 'impairments', 'physical', 'psychological', 'social', 'health', 'function', 'among', 'elderly', 'men']",4
432,"['prophylaxi', 'aphak', 'cystoid', 'macular', 'edema', 'without', 'corticosteroid', 'pairedcomparison', 'placebocontrol', 'doublemask', 'prior', 'investig', 'report', 'topic', 'nonsteroid', 'antiinflammatori', 'drug', 'nsaid', 'therapi', 'prevent', 'develop', 'postop', 'angiograph', 'sign', 'angiograph', 'cystoid', 'macular', 'edema', 'cme', 'howev', 'studi', 'includ', 'concurr', 'corticosteroid', 'current', 'report', 'therapeut', 'efficaci', 'ketorolac', 'ophthalm', 'solut', 'nsaid', 'prophylaxi', 'angiograph', 'aphak', 'cme', 'acm', 'cataract', 'surgeri', 'without', 'concurr', 'corticosteroid', 'time', 'fifti', 'bilater', 'cataract', 'enrol', 'placebocontrol', 'pairedcomparison', 'doublemask', 'eleven', 'evid', 'angiograph', 'acm', 'postop', 'day', 'demonstr', 'bilater', 'acm', 'acm', 'nsaidtreat', 'eye', 'eight', 'demonstr', 'acm', 'placebotr', 'eye', 'statist', 'signific', 'differ', 'favor', 'drug', 'sign', 'anterior', 'ocular', 'inflamm', 'greater', 'eye', 'acm', 'suggest', 'prophylact', 'acm', 'possibl', 'without', 'risk', 'concurr', 'corticosteroid', 'toxic', 'addit', 'higher', 'incid', 'acm', 'black', 'observ', 'recogn', 'previous', 'prophylaxis', 'aphakic', 'cystoid', 'macular', 'edema', 'without', 'corticosteroids', 'pairedcomparison', 'placebocontrolled', 'doublemasked', 'prior', 'investigations', 'report', 'topical', 'nonsteroidal', 'antiinflammatory', 'drug', 'nsaid', 'therapy', 'prevent', 'development', 'postoperative', 'angiographic', 'sign', 'angiographic', 'cystoid', 'macular', 'edema', 'cme', 'however', 'study', 'include', 'concurrent', 'corticosteroids', 'current', 'report', 'therapeutic', 'efficacy', 'ketorolac', 'ophthalmic', 'solution', 'nsaid', 'prophylaxis', 'angiographic', 'aphakic', 'cme', 'acme', 'cataract', 'surgery', 'without', 'concurrent', 'corticosteroids', 'time', 'fifty', 'bilateral', 'cataracts', 'enrol', 'placebocontrolled', 'pairedcomparison', 'doublemasked', 'eleven', 'evidence', 'angiographic', 'acme', 'postoperative', 'day', 'demonstrate', 'bilateral', 'acme', 'acme', 'nsaidtreated', 'eye', 'eight', 'demonstrate', 'acme', 'placebotreated', 'eye', 'statistically', 'significant', 'difference', 'favor', 'drug', 'sign', 'anterior', 'ocular', 'inflammation', 'greater', 'eye', 'acme', 'suggest', 'prophylactic', 'acme', 'possible', 'without', 'risk', 'concurrent', 'corticosteroid', 'toxicity', 'addition', 'higher', 'incidence', 'acme', 'black', 'observe', 'recognize', 'previously']",1
10880,"['multiinstitut', 'evalu', 'tokyo', 'univers', 'ventricular', 'assist', 'system', 'total', 'vass', 'develop', 'tokyo', 'univers', 'evalu', 'institut', 'period', 'determin', 'reliabl', 'effect', 'system', 'compris', 'pneumat', 'sacktyp', 'pump', 'nippon', 'zeon', 'co', 'drive', 'consol', 'aishin', 'seiki', 'co', 'stroke', 'volum', 'pump', 'ml', 'blood', 'contact', 'surfac', 'coat', 'cardiothan', 'age', 'pts', 'rang', 'yrs', 'mean', 'yrs', 'vass', 'use', 'assist', 'mode', 'lvad', 'pts', 'rvad', 'pts', 'bvad', 'pts', 'pts', 'includ', 'postocardiotomi', 'cardiogen', 'shock', 'surgeri', 'ischem', 'pts', 'valvular', 'pts', 'ischem', 'valvular', 'pts', 'congenit', 'pt', 'heart', 'averag', 'durat', 'assist', 'rang', 'hr20', 'day', 'mean', 'dys', 'vad', 'could', 'wean', 'among', 'surviv', 'discharg', 'hospit', 'caus', 'death', 'could', 'wean', 'vad', 'includ', 'multipl', 'organ', 'failuredu', 'delay', 'institut', 'adequ', 'circulatori', 'support', 'renal', 'failur', 'system', 'infect', 'small', 'minut', 'thrombus', 'format', 'note', 'howev', 'pump', 'origin', 'thromboembol', 'complic', 'troubl', 'pump', 'includ', 'leakag', 'breakag', 'mechan', 'failur', 'drive', 'consol', 'experienc', 'thus', 'conclud', 'system', 'prove', 'clinic', 'effect', 'reliabl', 'multiinstitutional', 'evaluation', 'tokyo', 'university', 'ventricular', 'assist', 'system', 'total', 'vass', 'develop', 'tokyo', 'university', 'evaluate', 'institutions', 'period', 'determination', 'reliability', 'effectiveness', 'system', 'comprise', 'pneumatic', 'sacktype', 'pump', 'nippon', 'zeon', 'co', 'drive', 'console', 'aishin', 'seiki', 'co', 'stroke', 'volume', 'pump', 'ml', 'blood', 'contact', 'surface', 'coat', 'cardiothane', 'age', 'pts', 'range', 'yrs', 'mean', 'yrs', 'vass', 'use', 'assist', 'mode', 'lvad', 'pts', 'rvad', 'pts', 'bvad', 'pts', 'pts', 'include', 'postocardiotomy', 'cardiogenic', 'shock', 'surgery', 'ischemic', 'pts', 'valvular', 'pts', 'ischemic', 'valvular', 'pts', 'congenital', 'pt', 'heart', 'average', 'duration', 'assist', 'range', 'hr20', 'days', 'mean', 'dys', 'vads', 'could', 'wean', 'among', 'survive', 'discharge', 'hospital', 'cause', 'death', 'could', 'wean', 'vad', 'include', 'multiple', 'organ', 'failuredue', 'delay', 'institution', 'adequate', 'circulatory', 'support', 'renal', 'failure', 'systemic', 'infection', 'small', 'minute', 'thrombus', 'formations', 'note', 'however', 'pump', 'originate', 'thromboembolism', 'complicate', 'trouble', 'pump', 'include', 'leakage', 'breakage', 'mechanical', 'failures', 'drive', 'console', 'experience', 'thus', 'conclude', 'system', 'prove', 'clinically', 'effective', 'reliable']",5
2675,"['fibrinopeptid', 'releas', 'coronari', 'circul', 'coronari', 'spasm', 'examin', 'whether', 'acut', 'myocardi', 'ischemia', 'activ', 'coagul', 'system', 'platelet', 'activ', 'coronari', 'circul', 'measur', 'plasma', 'level', 'fibrinopeptid', 'betathromboglobulin', 'coronari', 'sinus', 'aortic', 'root', 'simultan', 'coronari', 'spastic', 'angina', 'left', 'coronari', 'spasm', 'induc', 'intracoronari', 'inject', 'acetylcholin', 'stabl', 'exert', 'angina', 'acut', 'myocardi', 'ischemia', 'induc', 'rapid', 'atrial', 'pace', 'fifteen', 'chest', 'pain', 'coronari', 'arteri', 'coronari', 'spasm', 'serv', 'control', 'coronari', 'sinusarteri', 'differ', 'fibrinopeptid', 'increas', 'mark', 'less', 'ngml', 'angin', 'attack', 'coronari', 'spastic', 'angina', 'howev', 'fibrinopeptid', 'level', 'remain', 'unchang', 'attack', 'stabl', 'exert', 'angina', 'intracoronari', 'inject', 'acetylcholin', 'control', 'plasma', 'betathromboglobulin', 'level', 'remain', 'unchang', 'attack', 'group', 'acetylcholin', 'control', 'data', 'indic', 'coronari', 'spasm', 'induc', 'thrombin', 'generat', 'lead', 'thrombus', 'format', 'coronari', 'arteri', 'involv', 'pacinginduc', 'ischemia', 'activ', 'coagul', 'system', 'fibrinopeptide', 'release', 'coronary', 'circulation', 'coronary', 'spasm', 'examine', 'whether', 'acute', 'myocardial', 'ischemia', 'activate', 'coagulation', 'system', 'platelet', 'activation', 'coronary', 'circulation', 'measure', 'plasma', 'level', 'fibrinopeptide', 'betathromboglobulin', 'coronary', 'sinus', 'aortic', 'root', 'simultaneously', 'coronary', 'spastic', 'angina', 'leave', 'coronary', 'spasm', 'induce', 'intracoronary', 'injection', 'acetylcholine', 'stable', 'exertional', 'angina', 'acute', 'myocardial', 'ischemia', 'induce', 'rapid', 'atrial', 'pace', 'fifteen', 'chest', 'pain', 'coronary', 'arteries', 'coronary', 'spasm', 'serve', 'control', 'coronary', 'sinusarterial', 'difference', 'fibrinopeptide', 'increase', 'markedly', 'less', 'ngml', 'anginal', 'attack', 'coronary', 'spastic', 'angina', 'however', 'fibrinopeptide', 'level', 'remain', 'unchanged', 'attack', 'stable', 'exertional', 'angina', 'intracoronary', 'injection', 'acetylcholine', 'control', 'plasma', 'betathromboglobulin', 'level', 'remain', 'unchanged', 'attack', 'group', 'acetylcholine', 'control', 'data', 'indicate', 'coronary', 'spasm', 'induce', 'thrombin', 'generation', 'lead', 'thrombus', 'formation', 'coronary', 'artery', 'involve', 'pacinginduced', 'ischemia', 'activate', 'coagulation', 'system']",4
6804,"['crystalluria', 'medullari', 'matrix', 'crystal', 'deposit', 'bladder', 'calculi', 'acut', 'induc', 'renal', 'papillari', 'necrosi', 'singl', 'mgkg', 'intraperiton', 'dose', 'hydrobromid', 'induc', 'renal', 'papillari', 'necrosi', 'rpn', 'acut', 'rodent', 'caus', 'transient', 'crystalluria', 'h', 'dose', 'crystal', 'compris', 'struvit', 'magnesium', 'ammonium', 'phosphat', 'map', 'assess', 'shape', 'solubl', 'infrar', 'spectrum', 'xray', 'microprob', 'analysi', 'acidsolubl', 'birefring', 'crystal', 'also', 'present', 'within', 'renal', 'medullari', 'matrix', 'time', 'period', 'crystalluria', 'presenc', 'map', 'loss', 'anion', 'renal', 'medullari', 'mucopolysaccharid', 'stain', 'total', 'rat', 'renal', 'papillari', 'necrosi', 'monitor', 'day', 'bladder', 'calculi', 'predomin', 'map', 'data', 'suggest', 'medullari', 'mucopolysaccharid', 'matrix', 'disrupt', 'rpn', 'lead', 'releas', 'previous', 'bound', 'cation', 'supersatur', 'nucleat', 'crystallin', 'map', 'process', 'could', 'also', 'implic', 'format', 'map', 'bladder', 'calculi', 'crystalluria', 'medullary', 'matrix', 'crystal', 'deposit', 'bladder', 'calculi', 'acutely', 'induce', 'renal', 'papillary', 'necrosis', 'single', 'mgkg', 'intraperitoneal', 'dose', 'hydrobromide', 'induce', 'renal', 'papillary', 'necrosis', 'rpn', 'acutely', 'rodents', 'cause', 'transient', 'crystalluria', 'h', 'dose', 'crystals', 'comprise', 'struvite', 'magnesium', 'ammonium', 'phosphate', 'map', 'assess', 'shape', 'solubility', 'infrared', 'spectrum', 'xray', 'microprobe', 'analysis', 'acidsoluble', 'birefringent', 'crystals', 'also', 'present', 'within', 'renal', 'medullary', 'matrix', 'time', 'period', 'crystalluria', 'presence', 'map', 'loss', 'anionic', 'renal', 'medullary', 'mucopolysaccharides', 'stain', 'total', 'rat', 'renal', 'papillary', 'necrosis', 'monitor', 'days', 'bladder', 'calculi', 'predominantly', 'map', 'data', 'suggest', 'medullary', 'mucopolysaccharide', 'matrix', 'disruption', 'rpn', 'lead', 'release', 'previously', 'bind', 'cations', 'supersaturation', 'nucleation', 'crystalline', 'map', 'process', 'could', 'also', 'implicate', 'formation', 'map', 'bladder', 'calculi']",5
6883,"['experi', 'sarn', 'centrifug', 'pump', 'ventricular', 'assist', 'devic', 'author', 'use', 'sarn', 'centrifug', 'pump', 'sarn', 'ann', 'arbor', 'mi', 'ventricular', 'assist', 'devic', 'vad', 'februari', 'sixteen', 'unwean', 'cardiopulmonari', 'bypass', 'time', 'surgeri', 'nine', 'develop', 'cardiogen', 'shock', 'postop', 'intens', 'care', 'unit', 'donor', 'organ', 'failur', 'fail', 'ptca', 'acut', 'myocardi', 'infarct', 'cardiogen', 'shock', 'preoper', 'bridg', 'cardiac', 'transplant', 'nontranspl', 'candid', 'wean', 'success', 'discharg', 'hospit', 'aliv', 'month', 'postop', 'mean', 'month', 'receiv', 'right', 'ventricular', 'support', 'alon', 'wean', 'discharg', 'ten', 'receiv', 'left', 'ventricular', 'assist', 'alon', 'six', 'wean', 'discharg', 'receiv', 'left', 'ventricular', 'support', 'initi', 'taken', 'back', 'right', 'vad', 'insert', 'rightsid', 'heart', 'failur', 'aliv', 'fifteen', 'receiv', 'biventricular', 'support', 'eleven', 'wean', 'eight', 'discharg', 'age', 'rang', 'mean', 'men', 'thromboembol', 'event', 'various', 'clinic', 'paramet', 'evalu', 'determin', 'weanabl', 'surviv', 'result', 'show', 'surviv', 'equival', 'vad', 'time', 'centrifug', 'pump', 'conveni', 'effect', 'mean', 'maintain', 'ventricular', 'support', 'individu', 'believ', 'salvag', 'myocardium', 'experience', 'sarns', 'centrifugal', 'pump', 'ventricular', 'assist', 'device', 'author', 'use', 'sarns', 'centrifugal', 'pump', 'sarns', 'ann', 'arbor', 'mi', 'ventricular', 'assist', 'device', 'vad', 'february', 'sixteen', 'unweanable', 'cardiopulmonary', 'bypass', 'time', 'surgery', 'nine', 'develop', 'cardiogenic', 'shock', 'postoperatively', 'intensive', 'care', 'unit', 'donor', 'organ', 'failure', 'fail', 'ptca', 'acute', 'myocardial', 'infarction', 'cardiogenic', 'shock', 'preoperatively', 'bridge', 'cardiac', 'transplantation', 'nontransplant', 'candidates', 'wean', 'successfully', 'discharge', 'hospital', 'alive', 'months', 'postoperatively', 'mean', 'months', 'receive', 'right', 'ventricular', 'support', 'alone', 'wean', 'discharge', 'ten', 'receive', 'leave', 'ventricular', 'assistance', 'alone', 'six', 'wean', 'discharge', 'receive', 'leave', 'ventricular', 'support', 'initially', 'take', 'back', 'right', 'vad', 'insertion', 'rightsided', 'heart', 'failure', 'alive', 'fifteen', 'receive', 'biventricular', 'support', 'eleven', 'wean', 'eight', 'discharge', 'age', 'range', 'mean', 'men', 'thromboembolic', 'events', 'various', 'clinical', 'parameters', 'evaluate', 'determine', 'weanability', 'survival', 'result', 'show', 'survival', 'equivalent', 'vad', 'time', 'centrifugal', 'pump', 'convenient', 'effective', 'mean', 'maintain', 'ventricular', 'support', 'individuals', 'believe', 'salvageable', 'myocardium']",5
1318,"['function', 'status', 'coronari', 'arteri', 'bypass', 'graft', 'percutan', 'translumin', 'coronari', 'angioplasti', 'cohort', 'consecut', 'compar', 'similar', 'preprocedur', 'cardiac', 'function', 'underw', 'either', 'coronari', 'arteri', 'bypass', 'graft', 'cabg', 'percutan', 'translumin', 'coronari', 'angioplasti', 'ptca', 'enter', 'prospect', 'comparison', 'examin', 'function', 'status', 'return', 'work', 'recoveri', 'evalu', 'use', 'standard', 'function', 'status', 'instrument', 'activ', 'daili', 'live', 'work', 'perform', 'social', 'activ', 'mental', 'health', 'qualiti', 'social', 'interact', 'month', 'procedur', 'within', 'cabg', 'statist', 'signific', 'improv', 'function', 'status', 'everi', 'subscal', 'note', 'followup', 'undergo', 'ptca', 'demonstr', 'signific', 'improv', 'dimens', 'except', 'qualiti', 'interact', 'baselin', 'group', 'ptca', 'demonstr', 'greater', 'particip', 'cabg', 'routin', 'daili', 'physic', 'social', 'activ', 'month', 'appar', 'advantag', 'disappear', 'measur', 'psycholog', 'function', 'better', 'cabg', 'ptca', 'reduct', 'number', 'employ', 'occur', 'cabg', 'ptca', 'group', 'independ', 'physic', 'function', 'status', 'measur', 'improv', 'group', 'procedur', 'employ', 'cabg', 'report', 'greatest', 'improv', 'work', 'perform', 'functional', 'status', 'coronary', 'artery', 'bypass', 'graft', 'percutaneous', 'transluminal', 'coronary', 'angioplasty', 'cohorts', 'consecutive', 'comparable', 'similar', 'preprocedure', 'cardiac', 'function', 'undergo', 'either', 'coronary', 'artery', 'bypass', 'graft', 'cabg', 'percutaneous', 'transluminal', 'coronary', 'angioplasty', 'ptca', 'enter', 'prospective', 'comparison', 'examine', 'functional', 'status', 'return', 'work', 'recovery', 'evaluate', 'use', 'standardize', 'functional', 'status', 'instrument', 'activities', 'daily', 'live', 'work', 'performance', 'social', 'activity', 'mental', 'health', 'quality', 'social', 'interaction', 'months', 'procedure', 'within', 'cabg', 'statistically', 'significant', 'improvements', 'functional', 'status', 'every', 'subscale', 'note', 'followup', 'undergo', 'ptca', 'demonstrate', 'significant', 'improvement', 'dimension', 'except', 'quality', 'interaction', 'baseline', 'group', 'ptca', 'demonstrate', 'greater', 'participation', 'cabg', 'routine', 'daily', 'physical', 'social', 'activities', 'months', 'apparent', 'advantage', 'disappear', 'measure', 'psychological', 'function', 'better', 'cabg', 'ptca', 'reduction', 'number', 'employment', 'occur', 'cabg', 'ptca', 'group', 'independent', 'physical', 'functional', 'status', 'measure', 'improve', 'group', 'procedures', 'employment', 'cabg', 'report', 'greatest', 'improvement', 'work', 'performance']",4
1676,"['modif', 'atrioventricular', 'node', 'transmiss', 'properti', 'intraop', 'neodymiumyag', 'laser', 'photocoagul', 'dog', 'purpos', 'test', 'feasibl', 'neodymiumyttriumaluminumgarnet', 'ndyag', 'laser', 'photocoagul', 'atrioventricular', 'av', 'node', 'control', 'ventricular', 'rate', 'rapid', 'atrial', 'rhythm', 'without', 'creat', 'av', 'block', 'dog', 'normotherm', 'cardiopulmonari', 'bypass', 'short', 'laser', 'puls', 'deliv', 'area', 'coronari', 'sinus', 'orific', 'site', 'proxim', 'record', 'deflect', 'second', 'degre', 'av', 'block', 'occur', 'pace', 'atrial', 'rate', 'beatsmin', 'longterm', 'effect', 'av', 'node', 'function', 'follow', 'month', 'anim', 'develop', 'chronic', 'high', 'grade', 'av', 'block', 'nine', 'anim', 'preserv', 'conduct', 'mean', 'sem', 'critic', 'atrial', 'cycl', 'length', 'result', 'av', 'node', 'wenckebach', 'period', 'increas', 'ms', '43', 'mean', 'rr', 'interv', 'induc', 'atrial', 'fibril', 'increas', 'ms', '32', 'shortest', 'rr', 'interv', 'atrial', 'fibril', 'increas', 'ms', '28', 'laser', 'effect', 'revers', 'isoproterenol', 'infus', 'histolog', 'examin', 'irradi', 'area', 'show', 'fibrot', 'chang', 'av', 'node', 'fatti', 'metamorphosi', 'suggest', 'grade', 'ndyag', 'laser', 'photocoagul', 'av', 'node', 'region', 'dog', 'result', 'longterm', 'modif', 'anterograd', 'av', 'node', 'transmiss', 'properti', 'conduct', 'sinus', 'rhythm', 'usual', 'remain', 'preserv', 'ventricular', 'rate', 'rapid', 'atrial', 'rhythm', 'chronic', 'reduc', 'progress', 'high', 'grade', 'av', 'block', 'occur', 'minor', 'anim', 'modification', 'atrioventricular', 'node', 'transmission', 'properties', 'intraoperative', 'neodymiumyag', 'laser', 'photocoagulation', 'dog', 'purpose', 'test', 'feasibility', 'neodymiumyttriumaluminumgarnet', 'ndyag', 'laser', 'photocoagulation', 'atrioventricular', 'av', 'node', 'control', 'ventricular', 'rate', 'rapid', 'atrial', 'rhythms', 'without', 'create', 'av', 'block', 'dog', 'normothermic', 'cardiopulmonary', 'bypass', 'short', 'laser', 'pulse', 'deliver', 'area', 'coronary', 'sinus', 'orifice', 'site', 'proximally', 'record', 'deflection', 'second', 'degree', 'av', 'block', 'occur', 'pace', 'atrial', 'rate', 'beatsmin', 'longterm', 'effect', 'av', 'node', 'function', 'follow', 'months', 'animals', 'develop', 'chronic', 'high', 'grade', 'av', 'block', 'nine', 'animals', 'preserve', 'conduction', 'mean', 'sem', 'critical', 'atrial', 'cycle', 'length', 'result', 'av', 'node', 'wenckebach', 'periodicity', 'increase', 'ms', '43', 'mean', 'rr', 'interval', 'induce', 'atrial', 'fibrillation', 'increase', 'ms', '32', 'shortest', 'rr', 'interval', 'atrial', 'fibrillation', 'increase', 'ms', '28', 'laser', 'effect', 'reverse', 'isoproterenol', 'infusion', 'histologic', 'examination', 'irradiate', 'area', 'show', 'fibrotic', 'change', 'av', 'node', 'fatty', 'metamorphosis', 'suggest', 'grade', 'ndyag', 'laser', 'photocoagulation', 'av', 'node', 'region', 'dog', 'result', 'longterm', 'modification', 'anterograde', 'av', 'node', 'transmission', 'properties', 'conduction', 'sinus', 'rhythm', 'usually', 'remain', 'preserve', 'ventricular', 'rate', 'rapid', 'atrial', 'rhythms', 'chronically', 'reduce', 'progression', 'high', 'grade', 'av', 'block', 'occur', 'minority', 'animals']",4
746,"['mechan', 'nonrespons', 'akrgross', 'leukemia', 'virus', 'akrh2b', 'fv1b', 'mice', 'analysi', 'precursor', 'cytotox', 'lymphocyt', 'frequenc', 'young', 'versus', 'moder', 'age', 'mice', 'young', 'adult', 'akrh2b', 'fv1b', 'mice', 'reach', 'wk', 'begin', 'develop', 'nonrespons', 'akrgross', 'leukemia', 'virus', 'unlik', 'young', 'mice', 'respond', 'moder', 'age', 'akrh2b', 'fv1b', 'mice', 'immun', 'secondari', 'vitro', 'restimul', 'bulk', 'cultur', 'akrgross', 'virus', 'induc', 'tumor', 'generat', 'antiakrgross', 'virusspecif', 'ctl', 'mechan', 'convers', 'nonrespons', 'moder', 'age', 'akrh2b', 'fv1b', 'mice', 'understood', 'correl', 'increas', 'express', 'endogen', 'ecotrop', 'viral', 'antigen', 'present', 'investig', 'focus', 'determin', 'frequenc', 'antiakrgross', 'virus', 'precursor', 'ctl', 'akrh2b', 'fv1b', 'mice', 'function', 'achiev', 'perform', 'limit', 'dilut', 'cultur', 'immun', 'spleen', 'cell', 'obtain', 'young', 'moder', 'age', 'akrh2b', 'fv1b', 'mice', 'spleen', 'cell', 'obtain', 'immun', 'moder', 'age', 'mice', 'differenti', 'bulk', 'cultur', 'antiakrgross', 'virusspecif', 'ctl', 'evid', 'substanti', 'decreas', 'frequenc', 'virusspecif', 'precursor', 'ctl', 'relat', 'precursor', 'ctl', 'frequenc', 'observ', 'young', 'respond', 'akrh2b', 'fv1b', 'mice', 'mechanism', 'nonresponsiveness', 'akrgross', 'leukemia', 'virus', 'akrh2b', 'fv1b', 'mice', 'analysis', 'precursor', 'cytotoxic', 'lymphocyte', 'frequencies', 'young', 'versus', 'moderately', 'age', 'mice', 'young', 'adult', 'akrh2b', 'fv1b', 'mice', 'reach', 'wk', 'begin', 'develop', 'nonresponsiveness', 'akrgross', 'leukemia', 'virus', 'unlike', 'young', 'mice', 'responders', 'moderately', 'age', 'akrh2b', 'fv1b', 'mice', 'immunization', 'secondary', 'vitro', 'restimulation', 'bulk', 'culture', 'akrgross', 'virus', 'induce', 'tumors', 'generate', 'antiakrgross', 'virusspecific', 'ctl', 'mechanism', 'conversion', 'nonresponsiveness', 'moderately', 'age', 'akrh2b', 'fv1b', 'mice', 'understand', 'correlate', 'increase', 'expression', 'endogenous', 'ecotropic', 'viral', 'antigens', 'present', 'investigation', 'focus', 'determine', 'frequency', 'antiakrgross', 'virus', 'precursor', 'ctl', 'akrh2b', 'fv1b', 'mice', 'function', 'achieve', 'perform', 'limit', 'dilution', 'culture', 'immune', 'spleen', 'cells', 'obtain', 'young', 'moderately', 'age', 'akrh2b', 'fv1b', 'mice', 'spleen', 'cells', 'obtain', 'immune', 'moderately', 'age', 'mice', 'differentiate', 'bulk', 'culture', 'antiakrgross', 'virusspecific', 'ctl', 'evidence', 'substantially', 'decrease', 'frequencies', 'virusspecific', 'precursor', 'ctl', 'relative', 'precursor', 'ctl', 'frequencies', 'observe', 'young', 'responder', 'akrh2b', 'fv1b', 'mice']",1
265,"['putat', 'mechan', 'cytoprotect', 'certain', 'antacid', 'sucralf', 'investig', 'cytoprotect', 'activ', 'certain', 'antacid', 'inert', 'particl', 'carri', 'treat', 'ethanolinduc', 'gastric', 'mucos', 'damag', 'rat', 'order', 'clarifi', 'possibl', 'mechan', 'aluminumcontain', 'antacid', 'act', 'al', 'oh', 'inhibit', 'gastric', 'mucos', 'damag', 'doserel', 'timedepend', 'manner', 'neither', 'aluminum', 'ion', 'particl', 'size', 'al', 'oh', 'complex', 'respons', 'observ', 'cytoprotect', 'sinc', 'neither', 'alcl3', 'chemic', 'inert', 'al2o3', 'c', 'sea', 'sand', 'show', 'protect', 'effect', 'hyperosmol', 'gastric', 'lumen', 'decid', 'factor', 'induc', 'cytoprotect', 'silic', 'acid', 'titanium', 'dioxid', 'superfici', 'charg', 'similar', 'al', 'oh', 'prove', 'effect', 'inhibit', 'gastric', 'hemorrhag', 'lesion', 'releas', 'pge2', 'suggest', 'surfac', 'charg', 'al', 'oh', 'import', 'cytoprotect', 'properti', 'also', 'valid', 'sucralf', 'sinc', 'antacidinduc', 'cytoprotect', 'part', 'reduc', 'pretreat', 'indomethacin', 'like', 'addit', 'mechan', 'mediat', 'prostaglandin', 'nonprotein', 'sulfhydryl', 'also', 'involv', 'gastric', 'cytoprotect', 'aris', 'aluminumcontain', 'antacid', 'putative', 'mechanisms', 'cytoprotective', 'certain', 'antacids', 'sucralfate', 'investigation', 'cytoprotective', 'activity', 'certain', 'antacids', 'inert', 'particles', 'carry', 'treat', 'ethanolinduced', 'gastric', 'mucosal', 'damage', 'rat', 'order', 'clarify', 'possible', 'mechanisms', 'aluminumcontaining', 'antacids', 'act', 'al', 'oh', 'inhibit', 'gastric', 'mucosal', 'damage', 'doserelated', 'timedependent', 'manner', 'neither', 'aluminum', 'ions', 'particle', 'size', 'al', 'oh', 'complex', 'responsible', 'observe', 'cytoprotection', 'since', 'neither', 'alcl3', 'chemically', 'inert', 'al2o3', 'c', 'sea', 'sand', 'show', 'protective', 'effect', 'hyperosmolality', 'gastric', 'lumen', 'decide', 'factor', 'induce', 'cytoprotection', 'silicic', 'acid', 'titanium', 'dioxide', 'superficial', 'charge', 'similar', 'al', 'oh', 'prove', 'effective', 'inhibit', 'gastric', 'hemorrhagic', 'lesions', 'release', 'pge2', 'suggest', 'surface', 'charge', 'al', 'oh', 'important', 'cytoprotective', 'properties', 'also', 'valid', 'sucralfate', 'since', 'antacidinduced', 'cytoprotection', 'partly', 'reduce', 'pretreatment', 'indomethacin', 'likely', 'additional', 'mechanisms', 'mediators', 'prostaglandins', 'nonprotein', 'sulfhydryls', 'also', 'involve', 'gastric', 'cytoprotection', 'arise', 'aluminumcontaining', 'antacids']",2
